address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0xb96253c913810238ab092cca19876d42f4d29cb3,2506825,18804,2,1.2756982421600838,6.035239124180002,902,1084522.892603151,2,254,1
0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,312090.7067117232,5284,7,1.275676059502143,11.261936285758459,246167,182783203986.05273,121921,235,27563
0x9a1d6bd5b8642c41f25e0958129b85f8e1176f3e,1419890.8326612904,21808,1,1.2756305718726175,8.67244325225558,3218,470373938.58902854,496,256,205
0x3e66b66fd1d0b02fda6c811da9e0547970db2f21,216119.87534326463,13397,180,1.2753839869200938,10.04542183977341,716207,11102527044.373678,365243,251,72916
0xeb21209ae4c2c9ff2a86aca31e123764a3b6bc06,692587.8829797539,10667,4,1.275372325880211,9.588654244305893,14113,3878414699.768053,10323,244,3233
0xa104f14aeeb9b7246367d6a6e1f4e2c61a70e5d3,1800751,21568,2,1.2753052194474979,6.526784464561286,178,3363445.0392512185,2,254,2
0x78f8bd884c3d738b74b420540659c82f392820e0,725906.3426469126,9797,42,1.2753029653548285,9.104279711712973,20069,1271392693.7750585,10057,242,4573
0xaeafe7ba306ca37cb7c69f6a2822541a28c116e8,3410552,21568,2,1.275271491524709,4.704731571757341,9,50666.74448513141,1,254,1
0x5d510bda7a8301f424c02d83e8b1ac1515ac3908,3410442,21568,2,1.2752271670179685,4.694205749802516,4,49453.492533388395,1,254,1
0x0000000000771a79d0fc7f3b7fe270eb4498f20b,13142439.803115437,1931,2,1.275180076808588,5.0692629689664095,8692,117289.53546446661,39866,209,798
0x63a3f444e97d14e671e7ee323c4234c8095e3516,802066.076074235,13289,23,1.2750412084169116,8.961138983051594,21826,914405822.0800891,5981,251,1777
0x9c57618bfcdfae4ce8e49226ca22a7837de64a2d,880014.2091643317,12188,9,1.2749408773074287,8.184416754336668,5637,152903262.3010903,6067,250,2602
0xb900ff616a8183f868936ff30c19d819a5043876,2506751,18804,2,1.2749249877135553,5.84976061946891,322,707554.6764078874,2,254,1
0x0fc584529a2aefa997697fafacba5831fac0c22d,624726.2216785934,20981,5,1.2749149889005955,7.9144321490343605,71348,82116823.9543485,43739,255,9218
0x2fb42ffe2d7df8381853e96304300c6a5e846905,1208632.211667741,11474,1,1.2748464372204065,8.747944484796012,21380,559686052.1041648,21718,237,2656
0x6307119078556fc8ad77781dfc67df20d75fb4f9,326484.3260211585,8958,592,1.2747631709391456,9.026475313282628,87081,1062858164.227616,105395,247,44889
0xb16c1342e617a5b6e4b631eb114483fdb289c0a4,480792.35230624984,7488,15,1.2747601303755924,7.697070101798331,209223,49781742.387221485,43729,254,21606
0x7230ee80fba6357e02c20ecaaa2f4ad6f95ce0ca,2462581,21526,2,1.2746612192972877,5.660721579613973,5,457847.27220233646,2,256,1
0x00b1a4e7f217380a7c9e6c12f327ac4a1d9b6a14,867980,17387,15,1.27465849832926,9.376864995938131,3372,2381579019.575559,2,255,1
0x5bf5bcc5362f88721167c1068b58c60cad075aac,476446.3097062995,21710,1,1.2745734943668592,6.078761163175886,75859,1198838.8293234617,76847,256,70217
0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,143028.7900773391,21199,6,1.274494899024668,11.384044099892106,835147,242127489958.67346,125551,256,35406
0xbd216513d74c8cf14cf4747e6aaa6420ff64ee9e,219241.82903388716,23877,243,1.2744337508745367,10.329588676338789,117934,21359381675.666153,392066,256,35428
0x2fe065e6ffef9ac95ab39e5042744d695f560729,2762794.125,23464,2,1.2743963546302965,8.727329709987995,259,533739948.2380213,296,254,29
0x7d28e85fdf3243b6781a6ec9f5d94cd008ae82a7,2169743,18653,2,1.2743595849763143,6.121937170029914,327,1324148.954772011,2,255,1
0x0c9a3dd6b8f28529d72d7f9ce918d493519ee383,375359.8537524471,21989,2,1.2742819208468248,9.018882990992944,11850,1044438784.2751637,153753,256,17758
0x63308861249ad775a4b6ceb6544ce30c952b311a,566110.7736958119,23407,86,1.274255265689868,8.767216772904423,10880,585082046.9906591,6805,256,3155
0xa356867fdcea8e71aeaf87805808803806231fdc,260517.85417958605,24144,776,1.2741564809198682,9.940344569859144,149079,8716548878.082571,111267,256,20373
0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,283330.59205419756,12470,2,1.2740984812464502,9.941848131228287,70148,8746778548.693455,29374,253,13750
0x3ab16af1315dc6c95f83cbf522fecf98d00fd9ba,271206.3729448098,12250,2,1.2740802798895476,9.239616444757912,161346,1736266734.1856437,90016,254,32462
0x2f848984984d6c3c036174ce627703edaf780479,10786503.094546704,1931,2,1.274028044581167,5.117829604672883,10421,131167.51587155327,46559,208,1157
0x2d1a2637c3e0c80f31a91d0b6dbc5a107988a401,11373797,6714,3,1.2740087983334307,5.670124863414626,59,467868.6385138607,12,250,3
0x9a663f1012b31c4ab338706e1b5f4b21463e3533,2467926,21526,2,1.2739860755026597,5.491154196798672,74,309850.92370661715,2,256,1
0x093272c07700d3ca5301c3bf9b3a392624179e2f,1547797.3165266106,21808,1,1.2739772747878948,8.682276938951706,740,481146064.7052157,357,256,112
0x0d05a7d3448512b78fa8a9e46c4872c88c4a0d05,352712.4592611272,17084,540,1.2739754812353918,9.397611867821377,108334,2498111781.854216,39655,253,12531
